"Year","Region","Zone","Category","Number.of.holders","Area.in.hectare","Production.in.quintal","Yqth"
"2006","Oromiya","North Shewa","Oilseeds",66231,11936.65,54559.36,23.95
"2008","Oromiya","North Shewa","Oilseeds",50458,9624.42,45881.79,11.24
"2011","Oromiya","North Shewa","Oilseeds",23809,5413.04,19379.67,5.07
"2012","Oromiya","North Shewa","Oilseeds",56143,7834.47,22200.51,12.92
"2013","Oromiya","North Shewa","Oilseeds",91549,9912.13,70382.87,23.22
"2014","Oromiya","North Shewa","Oilseeds",76455,6873.87,55366.94,25.52
"2015","Oromiya","North Shewa","Oilseeds",37579,3993.46,32144.48,29.27
"2016","Oromiya","North Shewa","Oilseeds",37089,3967.08,32699.99,25.26
"2007","Oromiya ","North Shewa","Oilseeds",63393,8289.42,34721.6,8.71
"2005","Tigray","North Western Tigray","Oilseeds",63713,13386,93032,19.43
"2006","Tigray","North Western Tigray","Oilseeds",1139,17.08,57.73,7
"2007","Tigray","North Western Tigray","Oilseeds",83646,18053.66,115318.62,17.28
"2008","Tigray","North Western Tigray","Oilseeds",84719,19584.17,133905.46,24.95
"2009","Tigray","North Western Tigray","Oilseeds",89337,22312.71,200101.62,24.02
"2011","Tigray","North Western Tigray","Oilseeds",61980,2934.53,259006.27,26.93
"2012","Tigray","North Western Tigray","Oilseeds",69849,15325.21,158537.54,24.05
"2013","Tigray","North Western Tigray","Oilseeds",59138,9078.87,83569.1,18.08
"2014","Tigray","North Western Tigray","Oilseeds",57685,15699.63,137647.36,21.9
"2015","Tigray","North Western Tigray","Oilseeds",94792,26896.44,226063.02,7.46
"2016","Tigray","North Western Tigray","Oilseeds",76198,21036.28,149632.08,14.6
"2005","Amhara","North Wollo","Oilseeds",73625,4653,12383,2.66
"2006","Amhara","North Wollo","Oilseeds",97155,5735.3,30977.22,22.37
"2007","Amhara","North Wollo","Oilseeds",113033,6117.45,31536.14,8.68
"2008","Amhara","North Wollo","Oilseeds",77804,3918.36,30965.03,15.91
"2009","Amhara","North Wollo","Oilseeds",67377,4357.24,27709.73,12.08
"2011","Amhara","North Wollo","Oilseeds",77321,5709.61,32690.27,11.7
"2012","Amhara","North Wollo","Oilseeds",126962,10397.21,64964.84,23.19
"2013","Amhara","North Wollo","Oilseeds",135016,10437.23,71914.45,31.32
"2014","Amhara","North Wollo","Oilseeds",133986,5528.08,35991.69,20.43
"2015","Amhara","North Wollo","Oilseeds",108637,6850.77,41239.5,28.61
"2016","Amhara","North Wollo","Oilseeds",102717,5762.06,17248.3,4.69
"2005","Amhara","Oromiya","Oilseeds",50922,3523,28085,34.96
"2006","Amhara","Oromiya","Oilseeds",48175,4256.46,42626.03,37.29
"2007","Amhara","Oromiya","Oilseeds",48588,3818.88,41921.6,32.19
"2008","Amhara","Oromiya","Oilseeds",33016,1173.82,12393.81,29.4
"2009","Amhara","Oromiya","Oilseeds",39272,1964.84,17440.22,24.93
"2011","Amhara","Oromiya","Oilseeds",35197,2568.05,3572.99,13.87
"2012","Amhara","Oromiya","Oilseeds",51700,3537.38,29025.49,20.48
"2013","Amhara","Oromiya","Oilseeds",61554,3280.44,28391.26,19.86
"2014","Amhara","Oromiya","Oilseeds",56923,2970.07,30227.67,41.02
"2015","Amhara","Oromiya","Oilseeds",45872,3395.3,20727.73,28.98
"2016","Amhara","Oromiya","Oilseeds",41971,2519.66,8902.92,5.17
"2008","Benishangul Gumuz","Pawe ","Oilseeds",9244,3223.01,31103.87,34.26
"2009","Benishangul Gumuz","Pawe ","Oilseeds",807,149.79,983.4,6.57
"2011","Oromiya","Qeleme Wellega","Oilseeds",43688,3633.6,6322.43,18.76
"2012","Oromiya","Qeleme Wellega","Oilseeds",66836,2734.77,31437.73,31.33
"2013","Oromiya","Qeleme Wellega","Oilseeds",57080,2253.45,30645.96,42.63
"2014","Oromiya","Qeleme Wellega","Oilseeds",74831,2862.02,38567.44,21.69
"2015","Oromiya","Qeleme Wellega","Oilseeds",48584,1404.26,28410.91,38.99
"2016","Oromiya","Qeleme Wellega","Oilseeds",82566,2870.14,45431.51,46.21
"2014","SNNP","Segen","Oilseeds",1079,0,0,0
"2015","SNNP","Segen","Oilseeds",4642,660.71,3378,5.11
"2016","SNNP","Segen","Oilseeds",1342,0,0,0
"2009","SNNP","Sheka","Oilseeds",520,0,0,0
"2005","SNNP","SHEKA","Oilseeds",1213,23,0,0
"2006","SNNP","SHEKA","Oilseeds",438,4.49,2.86,1.33
"2005","Somali","Shinile","Oilseeds",116,3,1,0.18
"2006","Somali","Shinile","Oilseeds",61,0.68,2.14,4.04
"2007","Somali","Shinile","Oilseeds",53,0.55,0.77,1.4
"2006","SNNP","Sidama","Oilseeds",6216,48.63,168.02,5.49
"2007","SNNP","Sidama","Oilseeds",4174,0,0,0
"2008","SNNP","Sidama","Oilseeds",5418,0,0,0
"2011","SNNP","Sidama","Oilseeds",3786,37.86,0,0
"2013","SNNP","Sidama","Oilseeds",4109,0,0,0
"2005","SNNP","Siliti","Oilseeds",26993,798,3880,9.61
"2006","SNNP","Siliti","Oilseeds",11694,369.19,1072.19,5.27
"2007","SNNP","Siliti","Oilseeds",14836,326.47,715.3,4.23
"2008","SNNP","Siliti","Oilseeds",8996,137.75,464.83,4.51
"2009","SNNP","Siliti","Oilseeds",11454,70.3,394.28,5.61
"2011","SNNP","Siliti","Oilseeds",3580,0,0,0
"2012","SNNP","Siliti","Oilseeds",8456,0,0,0
"2013","SNNP","Siliti","Oilseeds",9358,148.61,0,0
"2014","SNNP","Siliti","Oilseeds",6827,39.1,324.52,8.3
"2015","SNNP","Siliti","Oilseeds",3092,0,0,0
"2005","Amhara","South Gonder","Oilseeds",318845,44269,139338,14.78
"2006","Amhara","South Gonder","Oilseeds",227988,37683.63,196263.75,18.66
"2007","Amhara","South Gonder","Oilseeds",290907,39286.35,202457.34,20.79
"2008","Amhara","South Gonder","Oilseeds",273380,33802.97,184352.12,26.69
"2009","Amhara","South Gonder","Oilseeds",244566,31652.08,162000.81,16.75
"2011","Amhara","South Gonder","Oilseeds",171082,21736.57,146245.75,24.57
"2012","Amhara","South Gonder","Oilseeds",287201,31108.59,257734.7,26.65
"2013","Amhara","South Gonder","Oilseeds",308277,30344.74,264821.21,27.69
"2014","Amhara","South Gonder","Oilseeds",323216,26271.23,238328.13,28.3
"2015","Amhara","South Gonder","Oilseeds",214201,24393.3,211956.2,34.41
"2016","Amhara","South Gonder","Oilseeds",209447,22621.25,204418.64,15.99
"2005","SNNP","South Omo","Oilseeds",13650,277,5300,17.17
"2006","SNNP","South Omo","Oilseeds",11886,508.92,3310.31,14.65
"2007","SNNP","South Omo","Oilseeds",18534,774.22,2555.95,10.24
"2008","SNNP","South Omo","Oilseeds",7379,153.21,588.86,3.84
"2011","SNNP","South Omo","Oilseeds",2839,0,0,0
"2012","SNNP","South Omo","Oilseeds",16678,1832.72,3178.36,1.9
"2013","SNNP","South Omo","Oilseeds",10061,201.95,4258.27,23.39
"2014","SNNP","South Omo","Oilseeds",15643,86.79,473.03,5.45
"2015","SNNP","South Omo","Oilseeds",19115,4218.65,0,0
"2016","SNNP","South Omo","Oilseeds",12996,0,0,0
"2005","Tigray","South Tigray","Oilseeds",31555,4024,9040,2.25
"2006","Tigray","South Tigray","Oilseeds",35215,5225,26809.24,27.71
"2007","Tigray","South Tigray","Oilseeds",36808,5737.08,37186.71,6.48
"2008","Tigray","South Tigray","Oilseeds",43636,4645.01,56259.78,12.11
"2009","Tigray","South Tigray","Oilseeds",46270,6450.88,72667.85,11.26
"2011","Tigray","South Tigray","Oilseeds",20689,1998.32,10190.32,5.1
"2012","Tigray","South Tigray","Oilseeds",44707,4280.47,51072.57,23.1
"2013","Tigray","South Tigray","Oilseeds",29414,3735.38,42935.69,11.49
"2014","Tigray","South Tigray","Oilseeds",26332,2106.3,21229.63,10.08
"2015","Tigray","South Tigray","Oilseeds",15407,1678.41,17067.99,10.17
"2016","Tigray","South Tigray","Oilseeds",18601,1792.47,12858.36,7.17
"2005","Oromiya","South West Shewa","Oilseeds",63388,12253,60069,14.95
"2006","Oromiya","South West Shewa","Oilseeds",44822,10574.8,62538.22,23.72
"2008","Oromiya","South West Shewa","Oilseeds",65503,11832.6,73708.77,20.47
"2011","Oromiya","South West Shewa","Oilseeds",36055,1343.04,11515.13,6.84
"2012","Oromiya","South West Shewa","Oilseeds",71905,13322.51,98764.51,27.41
"2013","Oromiya","South West Shewa","Oilseeds",84657,6993.61,75617.38,21.49
"2014","Oromiya","South West Shewa","Oilseeds",81323,10407.99,98599.6,28.87
"2015","Oromiya","South West Shewa","Oilseeds",47037,6058.96,4482.69,13.46
"2016","Oromiya","South West Shewa","Oilseeds",89747,8822.28,97276.45,11.38
"2007","Oromiya ","South West Shewa","Oilseeds",40625,7158.33,17607.02,16.74
"2009","Oromiya ","South West Shewa","Oilseeds",97510,16606.81,104974.3,23.61
"2007","Amhara","South wolo","Oilseeds",201385,8845.72,47867.77,13.64
"2008","Amhara","South wolo","Oilseeds",123570,7659.27,48397.52,25.56
"2005","Amhara","South Wolo","Oilseeds",175526,9361,38296,11.62
"2006","Amhara","South Wolo","Oilseeds",138527,9594.52,45393,24.97
"2009","Amhara","South Wolo","Oilseeds",112060,6178.95,43305.59,14.44
"2011","Amhara","South Wolo","Oilseeds",110485,4490.86,26356.89,11.75
"2012","Amhara","South Wolo","Oilseeds",183571,7391.55,54046.1,14.94
"2013","Amhara","South Wolo","Oilseeds",199734,8737.54,52894.72,18.53
"2014","Amhara","South Wolo","Oilseeds",158379,5670.52,44088.67,14.73
"2015","Amhara","South Wolo","Oilseeds",141188,4604.58,39407.9,16.2
"2016","Amhara","South Wolo","Oilseeds",180034,5765.4,32544.46,19.29
"2005","Amhara","Wag Himra","Oilseeds",45754,3252,12394,8.13
"2006","Amhara","Wag Himra","Oilseeds",46744,3296.17,27115.36,38.63
"2007","Amhara","Wag Himra","Oilseeds",52534,3533.26,24008.45,24.33
"2008","Amhara","Wag Himra","Oilseeds",33698,1411.77,12486.35,13.6
"2009","Amhara","Wag Himra","Oilseeds",45449,4546.41,38229.17,22.02
"2011","Amhara","Wag Himra","Oilseeds",50446,1506.32,9803.9,18.89
"2012","Amhara","Wag Himra","Oilseeds",58829,7810.18,11634.57,18.9
"2013","Amhara","Wag Himra","Oilseeds",67664,8554.27,17727.13,22.24
"2014","Amhara","Wag Himra","Oilseeds",149855,22066.93,154197.36,20.72
"2015","Amhara","Wag Himra","Oilseeds",86790,10071.83,65381.27,27.16
"2016","Amhara","Wag Himra","Oilseeds",72560,7462.1,27192.63,11.82
"2008","Oromiya","West Arsi","Oilseeds",60669,18852.97,220620.84,11.7
"2011","Oromiya","West Arsi","Oilseeds",8330,3510.48,0,0
"2012","Oromiya","West Arsi","Oilseeds",20087,7442.08,1453.59,0
"2013","Oromiya","West Arsi","Oilseeds",30240,2394.91,4260.16,0
"2014","Oromiya","West Arsi","Oilseeds",22494,1902.92,20825.37,10.94
"2015","Oromiya","West Arsi","Oilseeds",10013,25.13,186,7.4
"2016","Oromiya","West Arsi","Oilseeds",17290,4135.01,59808.67,14.46
"2007","Oromiya ","West Arsi","Oilseeds",52242,8282.17,51259.89,7.24
"2009","Oromiya ","West Arsi","Oilseeds",63385,26393.29,237842.6,20.66
"2005","Amhara","West Gojjam","Oilseeds",382694,72487,459538,21.86
"2006","Amhara","West Gojjam","Oilseeds",305195,59430.23,307271.01,26.24
"2007","Amhara","West Gojjam","Oilseeds",282670,45449.2,277141.48,21.49
"2008","Amhara","West Gojjam","Oilseeds",270351,32787.39,379224.4,37.1
"2009","Amhara","West Gojjam","Oilseeds",264327,30712.92,247480.72,42.22
"2011","Amhara","West Gojjam","Oilseeds",162879,20613.47,161496.18,25
"2012","Amhara","West Gojjam","Oilseeds",302350,40664.62,441274.51,30.98
"2013","Amhara","West Gojjam","Oilseeds",376958,39041.15,416480.43,30.7
"2014","Amhara","West Gojjam","Oilseeds",290103,27213.37,280637.66,28.01
"2015","Amhara","West Gojjam","Oilseeds",210885,29015.78,328891.16,34.68
"2016","Amhara","West Gojjam","Oilseeds",245780,23175.75,281653.21,34.96
"2005","Oromiya","West Hararge","Oilseeds",103140,3879,18179,15.96
"2006","Oromiya","West Hararge","Oilseeds",109536,13563.35,93331.93,22.62
"2007","Oromiya","West Hararge","Oilseeds",125546,8863.66,55405.21,17.98
"2008","Oromiya","West Hararge","Oilseeds",67295,2339.17,26079.88,21.04
"2011","Oromiya","West Hararge","Oilseeds",74576,640.41,3159.19,4.93
"2012","Oromiya","West Hararge","Oilseeds",106404,7461.48,79286.26,49.96
"2013","Oromiya","West Hararge","Oilseeds",110638,4366.15,42871.04,7.04
"2014","Oromiya","West Hararge","Oilseeds",115577,7554,96051.48,48.25
"2015","Oromiya","West Hararge","Oilseeds",122074,8101.46,110087.09,43.38
"2016","Oromiya","West Hararge","Oilseeds",72233,7576.56,34747.35,6.15
"2005","Oromiya","West Shewa","Oilseeds",176737,44756,312770,21.71
"2006","Oromiya","West Shewa","Oilseeds",146264,39719.63,303352.94,42.72
"2008","Oromiya","West Shewa","Oilseeds",134388,31715.54,182968,11.79
"2011","Oromiya","West Shewa","Oilseeds",64758,25885.21,131484.52,16.76
"2012","Oromiya","West Shewa","Oilseeds",102953,30161.32,277438.04,8.92
"2013","Oromiya","West Shewa","Oilseeds",142582,43456.18,397112.42,29.44
"2014","Oromiya","West Shewa","Oilseeds",129248,7411.44,14026.42,8.3
"2015","Oromiya","West Shewa","Oilseeds",86697,21826.64,159479.63,16.67
"2016","Oromiya","West Shewa","Oilseeds",140078,31382.99,255347.03,17.68
"2007","Oromiya ","West Shewa","Oilseeds",132018,31188.16,274618.84,17.51
"2005","Oromiya","West Wellega","Oilseeds",230638,37975,325003,35.25
"2006","Oromiya","West Wellega","Oilseeds",200124,37965.42,169603.54,27.9
"2008","Oromiya","West Wellega","Oilseeds",109421,22671.49,114293.04,18.94
"2011","Oromiya","West Wellega","Oilseeds",143658,26071.42,174248.69,22.79
"2012","Oromiya","West Wellega","Oilseeds",213631,28280.29,167161.93,31.82
"2013","Oromiya","West Wellega","Oilseeds",173189,24065.88,219192.72,31.22
"2014","Oromiya","West Wellega","Oilseeds",237089,30925.9,234114.34,30.67
"2015","Oromiya","West Wellega","Oilseeds",144695,35316.21,254817.74,19.02
"2016","Oromiya","West Wellega","Oilseeds",191307,23424.34,196908.46,27.1
"2007","Oromiya ","West Wellega","Oilseeds",136834,23510.32,93449.2,25.86
"2009","Oromiya ","West Wellega","Oilseeds",136326,27140.04,114947.92,11.81
"2005","Tigray","Western Tigray","Oilseeds",60654,31881,344388,27.95
"2006","Tigray","Western Tigray","Oilseeds",72678,48257.92,406118.33,30.48
"2007","Tigray","Western Tigray","Oilseeds",74839,58278.31,401827.07,25.52
"2008","Tigray","Western Tigray","Oilseeds",76306,54067.78,463595.55,30.96
"2009","Tigray","Western Tigray","Oilseeds",67959,65875.26,655528.71,27
"2011","Tigray","Western Tigray","Oilseeds",80197,54593.08,675733.93,38.16
"2012","Tigray","Western Tigray","Oilseeds",89046,72795.62,574432.15,8.15
"2013","Tigray","Western Tigray","Oilseeds",81877,61516.79,510438.81,18.46
"2014","Tigray","Western Tigray","Oilseeds",87289,72664.16,510959.42,40.61
"2015","Tigray","Western Tigray","Oilseeds",97360,94233.97,672727.64,22.33
"2016","Tigray","Western Tigray","Oilseeds",75244,96912.88,539813.85,16.1
"2005","SNNP","Wolayita","Oilseeds",1861,10,0,0
"2006","SNNP","Wolayita","Oilseeds",2919,67.9,46.16,2.38
"2007","SNNP","Wolayita","Oilseeds",5839,235.56,29.31,3.28
"2011","SNNP","Wolayita","Oilseeds",1837,0,0,0
"2013","SNNP","Wolayita","Oilseeds",6691,0,0,18.78
"2014","SNNP","Wolayita","Oilseeds",2525,0,0,0
"2015","SNNP","Wolayita","Oilseeds",2635,0,0,0
"2005","SNNP","YEM","Oilseeds",2653,146,484,6.04
"2006","SNNP","YEM","Oilseeds",2823,259.64,754.61,6.95
"2007","SNNP","YEM","Oilseeds",1805,65.72,230.24,5.97
"2008","SNNP","YEM","Oilseeds",1510,115.02,1005.15,8.74
"2011","SNNP","YEM","Oilseeds",1423,78,243.8,3.13
"2012","SNNP","YEM","Oilseeds",4648,142.71,356.55,7.72
"2013","SNNP","YEM","Oilseeds",9376,288.23,1456.69,11.16
"2014","SNNP","YEM","Oilseeds",6213,413.17,2424.06,12.41
"2015","SNNP","YEM","Oilseeds",1705,124.95,672.01,5.38
"2016","SNNP","YEM","Oilseeds",3780,121.67,614.69,10.55
"2005","Afar","Zone  03","Oilseeds",4211,500,1825,4.96
"2006","Afar","Zone  03","Oilseeds",4724,578.08,2838.31,10.56
"2007","Afar","Zone  03","Oilseeds",3513,233.89,892.8,7.64
"2009","Afar","Zone  03","Oilseeds",2050,0,0,0
"2006","Afar","Zone 01","Oilseeds",1051,955.62,2385.85,2.5
"2018","","","Pulses",12292826,1598806.52,29785880.88,189.12
"2008","Gambella","Agnuwak","Pulses",3065,28.37,246.7,8.7
"2011","Gambella","Agnuwak","Pulses",1791,10.8,0,0
"2012","Gambella","Agnuwak","Pulses",1358,0,0,0
"2013","Gambella","Agnuwak","Pulses",2268,0,0,0
"2014","Gambella","Agnuwak","Pulses",806,2.44,17.55,7.19
"2015","Gambella","Agnuwak","Pulses",1676,6.97,35.1,0
"2016","Gambella","Agnuwak","Pulses",405,1.34,0,0
"2005","SNNP","Alaba","Pulses",24551,2080,20938,25.37
"2006","SNNP","Alaba","Pulses",19339,1189.23,13011.6,42.29
"2007","SNNP","Alaba","Pulses",20180,1816.83,19695.94,15.39
"2008","SNNP","Alaba","Pulses",16051,1093.46,9478.01,12.96
"2009","SNNP","Alaba","Pulses",22600,1077.57,10274.08,9.49
"2011","SNNP","Alaba","Pulses",22274,1453.3,23798.3,16.38
"2012","SNNP","Alaba","Pulses",28194,2190.86,28207.03,12.87
"2013","SNNP","Alaba","Pulses",19460,1132.86,13429.62,15.68
"2014","SNNP","Alaba","Pulses",18069,584.72,10143.94,17.35
"2015","SNNP","Alaba","Pulses",23018,997.25,19354.24,19.41
"2016","SNNP","Alaba","Pulses",27891,1666.33,28254.41,30.63
"2008","SNNP","Amaro","Pulses",23401,1160.33,10021.8,27.37
"2005","SNNP","Amaro ","Pulses",24685,1218,7149,23.67
"2006","SNNP","Amaro ","Pulses",23970,1914.31,9029.47,31.79
"2007","SNNP","Amaro ","Pulses",27979,1428.34,7107.2,18.21
"2011","SNNP","Amaro ","Pulses",34882,1907.99,16743.51,23.02
"2012","SNNP","Amaro ","Pulses",32627,2136.66,23005.46,29.13
"2008","Amhara","Argoba","Pulses",3403,320.21,3614.17,36.54
"2009","Amhara","Argoba","Pulses",2314,158.11,1646.93,39.29
"2011","Amhara","Argoba ","Pulses",2110,153.67,1197.89,28.64
"2012","Amhara","Argoba ","Pulses",3119,281.24,2240.61,36.04
"2013","Amhara","Argoba ","Pulses",3392,268.27,2024.42,22.34
"2014","Amhara","Argoba ","Pulses",6702,760.46,9756.77,71.06
"2015","Amhara","Argoba ","Pulses",4563,656.62,6892.34,79.38
"2016","Amhara","Argoba ","Pulses",6761,1341.09,13627.46,44.11
"2005","Oromiya","Arsi","Pulses",350997,45705,640940,49.62
"2006","Oromiya","Arsi","Pulses",384869,51525.26,549614.59,65.84
"2008","Oromiya","Arsi","Pulses",383693,73034.3,843612.37,51.57
"2011","Oromiya","Arsi","Pulses",334208,59882.01,978455.88,86.33
"2012","Oromiya","Arsi","Pulses",395376,63958.24,1111108.34,66.9
"2013","Oromiya","Arsi","Pulses",468093,74479.18,1351087.27,80.82
"2014","Oromiya","Arsi","Pulses",497119,71494.38,1496346.72,104.62
"2015","Oromiya","Arsi","Pulses",446022,60619.88,1389173.75,117.04
"2016","Oromiya","Arsi","Pulses",364143,51940.05,1179466.9,92.07
"2007","Oromiya ","Arsi","Pulses",376258,48618.29,595560.7,62.9
"2005","Benishangul Gumuz","Assosa","Pulses",37398,3233,22813,13.67
"2006","Benishangul Gumuz","Assosa","Pulses",29105,2722.29,17029.88,14.93
"2007","Benishangul Gumuz","Assosa","Pulses",35174,3369.09,21288.14,15
"2008","Benishangul Gumuz","Assosa","Pulses",25809,2433.19,22176.41,29.08
"2011","Benishangul Gumuz","Assosa","Pulses",14679,1416.62,10320.58,11.64
"2012","Benishangul Gumuz","Assosa","Pulses",25983,1790.63,15745.96,18.36
"2013","Benishangul Gumuz","Assosa","Pulses",33542,2657.75,24167.98,15.98
"2014","Benishangul Gumuz","Assosa","Pulses",43474,3886.64,44724.21,29.93
"2015","Benishangul Gumuz","Assosa","Pulses",26570,4391.44,58803.65,35.6
"2016","Benishangul Gumuz","Assosa","Pulses",37824,4022.01,50614.67,31.29
"2005","Amhara","Awi","Pulses",60095,8046,45684,17.47
"2006","Amhara","Awi","Pulses",64055,13250.08,105796.74,51.79
"2007","Amhara","Awi","Pulses",72963,10364.62,100197.9,26.83
"2008","Amhara","Awi","Pulses",61464,10734.81,94047.84,17.14
"2009","Amhara","Awi","Pulses",76946,10924.97,138685.81,36.74
"2011","Amhara","Awi","Pulses",70351,11043.48,126731.79,34.02
"2012","Amhara","Awi","Pulses",124171,23485.76,282165.7,41.4
"2013","Amhara","Awi","Pulses",196602,29669.17,289462.78,39.31
"2014","Amhara","Awi","Pulses",132049,22120.25,251035.12,44.68
"2015","Amhara","Awi","Pulses",92646,13616.88,155539.74,34.3
"2016","Amhara","Awi","Pulses",94064,8749.84,127992.73,29.87
"2005","Oromiya","Bale","Pulses",222884,32114,302231,25.52
"2006","Oromiya","Bale","Pulses",141003,29671.38,265051.29,46.87
"2007","Oromiya","Bale","Pulses",137921,24793.67,199376.79,42.12
"2008","Oromiya","Bale","Pulses",123657,15356.45,201035.03,46.81
"2011","Oromiya","Bale","Pulses",111710,19192.19,283053.91,61.16
"2012","Oromiya","Bale","Pulses",164508,25508.66,413226.87,64.46
"2013","Oromiya","Bale","Pulses",178871,29051.5,496527.44,59.66
"2014","Oromiya","Bale","Pulses",143753,32303.95,627216.03,66.34
"2015","Oromiya","Bale","Pulses",134852,22233.04,430111.44,107.48
"2016","Oromiya","Bale","Pulses",174073,34473.38,622227.97,53.16
"2005","SNNP","Basketo","Pulses",11608,408,3371,19.86
"2006","SNNP","Basketo","Pulses",8658,361.15,2663.68,26.72
"2007","SNNP","Basketo","Pulses",10869,385.14,3313.38,20.2
"2008","SNNP","Basketo","Pulses",9623,293.18,2400.57,16.46
"2009","SNNP","Basketo","Pulses",8336,340.26,2529.9,21.12
"2011","SNNP","Basketo","Pulses",8996,278.85,4234.66,48.84
"2012","SNNP","Basketo","Pulses",17549,531.82,3697.88,19.18
"2013","SNNP","Basketo","Pulses",13162,524.52,4036.65,21.94
"2014","SNNP","Basketo","Pulses",15311,572.24,5912.78,42.04
"2015","SNNP","Basketo","Pulses",12338,505.15,5434.7,32.32
"2016","SNNP","Basketo","Pulses",14003,579.26,6329.36,20.51
"2005","SNNP","Bench Maji","Pulses",58388,7027,50296,21.28
"2006","SNNP","Bench Maji","Pulses",63503,6992.05,56273.83,25.11
"2007","SNNP","Bench Maji","Pulses",67089,5981.83,52108.29,25.59
"2008","SNNP","Bench Maji","Pulses",52457,5624.98,78278.38,40.35
"2011","SNNP","Bench Maji","Pulses",76425,7574.67,121136.54,47.41
"2012","SNNP","Bench Maji","Pulses",69792,6193.12,59905.13,28.44
"2013","SNNP","Bench Maji","Pulses",62524,4999.39,24522.53,9.65
"2014","SNNP","Bench Maji","Pulses",75741,7882.98,99188.61,41.85
"2015","SNNP","Bench Maji","Pulses",81078,7012.21,106074.72,45.17
"2016","SNNP","Bench Maji","Pulses",80789,6252.79,99673.32,47.19
"2005","Oromiya","Borena","Pulses",68994,10658,37942,5.41
"2006","Oromiya","Borena","Pulses",72588,9575.19,37077.94,30.34
"2007","Oromiya","Borena","Pulses",80239,16609,84951.63,4.89
"2008","Oromiya","Borena","Pulses",65367,9830.06,94065.64,9.57
"2011","Oromiya","Borena","Pulses",71267,9368.32,175587.13,18.74
"2012","Oromiya","Borena","Pulses",59121,10150.13,106740.11,10.52
"2013","Oromiya","Borena","Pulses",56036,8046.31,103647.02,12.88
"2014","Oromiya","Borena","Pulses",48247,8055.35,112866.9,35.03
"2015","Oromiya","Borena","Pulses",388624,88337.27,83830.5,136.49
"2016","Oromiya","Borena","Pulses",75903,8220.42,117524.08,14.3
"2005","SNNP","Burji","Pulses",9146,1554,19931,61.66
"2006","SNNP","Burji","Pulses",11736,2634.3,10208.95,19.81
